id,Ãû×Ö,Ä£ÐÍid,Í·ÏñID,¹¥»÷ÀàÐÍ,µÈ¼¶,ÉúÃüÖµ,ÒÆ¶¯ËÙ¶È,¹¥»÷·¶Î§,Îï¹¥,·¨¹¥,ÎïÀí·ÀÓù,·¨Êõ·ÀÓù,ÃüÖÐ,¶ãÉÁ,±©»÷,¿¹±©,¼¼ÄÜ1,¼¼ÄÜ1µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ1µÄÊ©·¨Ê±¼ä,¼¼ÄÜ2,¼¼ÄÜ2µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ2µÄÊ©·¨Ê±¼ä,¼¼ÄÜ3,¼¼ÄÜ3µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ3µÄÊ©·¨Ê±¼ä,¼¼ÄÜ4,¼¼ÄÜ4µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ4µÄÊ©·¨Ê±¼ä,É¾³ý
10203,ÉÙÄêÂ½À½³ç,144,150,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10204,¶Å·òÈË,65,104,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10205,ÓãÐþ»ú,65,104,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10206,ÓÄÚ¤¹íÊ¥,217,25,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10207,Â½À½³ç,52,130,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10208,Àî´¾·ç,589,118,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10209,ÓãÐþ»ú,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10210,Àî´¾·ç,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10211,Ô¬Ììî¸,518,369,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10212,»Ö¸´ÌåÁ¦µÄÉË±ø,524,364,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10213,»Ö¸´ÌåÁ¦µÄÉË±ø,557,364,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10214,»Ö¸´ÌåÁ¦µÄÉË±ø,524,364,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10215,ÌÓÅÜµÄÐ¡º¢,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10216,ÌÓÅÜµÄÐ¡º¢,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10217,É³¶Ñ,210,8,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10218,ÂÞÊ¿ÐÅ,190,60,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10219,ÇàÓãÑý,32,51,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10220,ºìÓãÑý,34,53,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10221,À´»¤¶ù,1284,381,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10222,Ê¯»¯È¾ÒíÑýÍõ·ÖÉí,659,56,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10223,¹ÈóÏ,1098,345,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10224,öÞÈËÊ¿±ø,32,51,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10225,Ñ°ÔÂ,1097,150,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10226,ÖØÉËµÄµÜ×Ó,1099,155,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10227,ÖØÉËµÄµÜ×Ó,1099,155,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10228,×ÏÏ¼,1100,108,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10229,ÎÆ»¢,245,51,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10230,Ö©ÖëÐ¡Ñý,1101,419,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10231,Ö©ÖëÐ¡Ñý,1102,419,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10232,Ñ°ÔÂ,1097,150,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10233,ÖÖÒ©ÃçÃñ,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10234,×ÏÑôÕæÈË,2051,619,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10235,ÁÎ´Ó°²,589,421,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10236,ÀîÔª°Ô,2052,625,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10237,ÁÎ´Ó°²,117,59,1,100,75497,9000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10238,ÀîÔª°Ô,2052,625,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10239,Ñ°ÔÂ,444,152,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10240,ÀîÔª°Ô,2052,625,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10241,ÀîÔª°Ô,2052,625,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10242,ÉËÓúµÄµÜ×Ó,1099,155,2,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10243,Ç¬ãËÆÅ,2479,740,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10244,Ò¹²æ,2464,746,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10245,Ö¾ÐùµÄÐÖµÜ,296,92,2,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
10246,´«ËÍÊ¦,2298,166,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10247,ê»ÌìËþ,414,254,0,59,37610,11875,,1046,1046,741,703,660,5,,,0,10000,1500,,,,,,,,,,É¾³ý
10248,ÒøÉºº÷,2155,655,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
10249,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10250,öÞÈËÊÌÎÀ,22,86,4,100,75497,8500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10251,Ö¾ÐùµÄÐÖµÜ,296,92,2,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,701001,10000,1500,,,,,,,,,,É¾³ý
10252,ÂåÓð,282,50,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10253,ÂåÓð,282,50,1,100,75497,9000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10254,ÂåÓð,282,50,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10255,ÂåÓð,282,50,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10256,ÂåÓð,282,50,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10257,ÀðÓã,328,300,1,100,1,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10258,öãÓã,329,301,1,100,1,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10259,öóÓã,330,301,1,100,1,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10260,´«ËÍÊ¦,2298,166,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10261,Ò©Æ·ÉÌ,71,134,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10262,´åÃñ,438,87,2,22,160,11875,,138,138,124,117,199,125,,,701002,10000,1500,,,,,,,,,,É¾³ý
10263,ÉòÍòÉ½,63,41,2,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10264,Íß¸ÚÕ¯ÖÚ,3027,10,2,26,228,11875,,185,185,152,145,233,145,,,701002,10000,1500,,,,,,,,,,É¾³ý
10265,³ÌÒ§½ð,944,431,1,60,7705,11875,,1119,1119,868,824,680,395,,,0,10000,1500,,,,,,,,,,É¾³ý
10266,µ¥ÐÛÐÅ,1533,328,1,22,1001,11875,,306,306,206,195,199,125,,,0,10000,1500,,,,,,,,,,É¾³ý
10267,ÐìÔªÏã,69,106,1,22,1001,11875,,306,306,206,195,199,125,,,0,10000,1500,,,,,,,,,,É¾³ý
10268,³ÌÒ§½ð,944,431,1,22,1001,11875,,306,306,206,195,199,125,,,0,10000,1500,,,,,,,,,,É¾³ý
10269,ËÕ¶¨·¼,64,127,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10270,ËÕ¶¨·¼,64,127,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10271,ËÕ¶¨·¼,64,127,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10272,ÑîÓÀÈÊ,72,132,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10273,ÑîÓÀÈÊ,72,132,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10274,ÑîÓÀÈÊ,72,132,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10275,ÇôÁýÏä,192,105,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10276,ÉòÍòÉ½,63,110,1,24,1155,11875,,338,338,230,218,216,135,,,0,10000,1500,,,,,,,,,,É¾³ý
10277,ÂÞÊ¿ÐÅËæ´Ó,964,502,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10278,ÍõÉßÐ¡Ñý,294,86,1,26,1341,11875,,370,370,254,241,233,145,,,0,10000,1500,,,,,,,,,,É¾³ý
10279,Ðì×ÓÁê,56,128,1,24,1155,11875,,338,338,230,218,216,135,,,0,10000,1500,,,,,,,,,,É¾³ý
10280,Ô®¾ü,64,127,1,24,1155,11875,,338,338,230,218,216,135,,,0,10000,1500,,,,,,,,,,É¾³ý
10281,µÔÈÃ,1558,325,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10282,ÀîÔª°Ô,2052,625,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10283,Íß¸ÚÕ¯ÖÚ,3027,10,1,26,1341,11875,,370,370,254,241,233,145,,,0,10000,1500,,,,,,,,,,É¾³ý
10284,Íß¸ÚÕ¯ÖÚ,3027,10,1,26,1341,11875,,370,370,254,241,233,145,,,0,10000,1500,,,,,,,,,,É¾³ý
10285,ÇýÄ§µÀ³¤,52,130,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10286,»ªÑôÕæÈË,274,130,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10287,Ä­Ï¦,181,162,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10288,³ÌÒ§½ð,944,431,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10289,³ÌÒ§½ð,944,431,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10290,µÀÊ¿,3026,95,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10291,Ö¸»ÓÆì¸Ë,37,45,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10292,À´ºã,885,150,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10293,Ð¡À¼,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10294,ÀÖÀÖ,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10295,À´¼Ã,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10296,ÐþÐÄÊÖÏÂ,24,89,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10297,ËøÉñÖé,129,273,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10298,ÑªÀÇ,22,86,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10299,öÞÈËÑ²²é±ø,295,53,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10300,Ö¾ÐùµÄÐÖµÜ,296,92,1,100,75497,6500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10301,ºÌÐãÅ®,65,104,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10302,ÀèÄ¾,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10303,ÎÆ»¢,285,9,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10304,ÓÈÑë,58,102,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10305,ËøÉñÖé,475,264,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10306,ÂåÓð,282,50,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10307,öÞÈËÊÌÎÀ,22,86,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10308,±»·ýµÄÃçÃñ,305,150,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10309,ÐþÐõ,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10310,ÐþÓð,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10311,ÐþÓ¡,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10312,Ðþ¼Å,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10313,Ðþ»ú,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10314,ÐþÄ¬,25,4,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10315,ÍÁµØ¹«,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10316,ÆÓ¶«°¬,2047,622,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10317,¹ÅÀö,1241,166,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10318,±»·ýµÄÃçÃñ,305,150,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10319,ÀÇÖëµ°,122,269,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10320,°ëÀÇÈË,540,48,2,30,1714,11875,,26,26,301,285,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
10321,ÂÞ¾²À¼,486,98,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10322,ÎÞÃûÚ£,648,404,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10323,ÀÏÆòØ¤,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10324,Ð¡Ó¡,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10325,Ð¡Ó¡Âè,58,102,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10326,Â½ÎÞÎª,63,110,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10327,ÌÇºùÂ«Ð¡··,62,113,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10328,Ä½Ãú»êÆÇ,200,157,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10329,»¨,123,147,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10330,Ð¡±ù,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10331,Ð¡·ç,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10332,Ð¡È¾,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10333,¾Æ¹ÝÐ¡¶þ,62,113,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10334,ÎéÔÆÕÙ,66,99,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10335,Ð¡ÀîÈý,57,155,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10336,×ÆÙâ´óÊ¦,968,505,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10337,Ä­Ï¦,181,162,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10338,ÂôË®¹ûµÄÊ¦¸µ,337,92,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10339,öÄÈÃ,910,60,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10340,Ãñ±ø,64,127,1,28,1509,11875,,403,403,277,263,250,155,,,0,10000,1500,,,,,,,,,,É¾³ý
10341,Íõ²®µ±,1571,332,1,28,1509,11875,,403,403,277,263,250,155,,,0,10000,1500,,,,,,,,,,É¾³ý
10342,»ï·ò,344,113,1,28,1509,11875,,403,403,277,263,250,155,,,0,10000,1500,,,,,,,,,,É¾³ý
10343,¹¤½³,67,120,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10344,ÐÞÐÐµÀÊ¿,3026,95,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10345,ÉÏÏãµÄ´åÃñ,343,162,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10346,ÉÏÏãµÄ´åÃñ,144,150,1,25,1248,11875,,354,354,242,229,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
10347,µÀËþ,111,256,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10348,¾Æ¹íÀÏÍõ,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10349,¸ßËØËØ,60,108,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10350,´«ËÍÊ¦,2298,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10351,ÊÚ¿ÎµÀ³¤,52,130,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10352,ÊØ´åÎÀ±ø,64,127,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10353,ÎÀ±ø,64,127,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10354,Ïã¿Í,66,99,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10355,Ïã¿Í,60,108,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10356,ÍæË£µÄÐ¡º¢,68,107,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10357,ÍæË£µÄÐ¡º¢,69,106,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10358,°×Âí,220,214,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10359,»ï¼Æ,62,113,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10360,¿ÍÉÌ,63,110,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10361,ÀÏ·ò×Ó,59,114,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10362,ÒøÁ½ÉÌÈË,72,132,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10363,Ê§¿ØµÄÃçÃñ,72,132,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10364,±äÒìÃçÃñ,72,132,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10365,¸æÊ¾À¸,392,138,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10366,¸æÊ¾À¸,393,139,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10367,¸æÊ¾À¸,394,140,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10368,¶«·½¹ÈÖ÷,72,132,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10369,Î÷ÓòÊ¹½Ú,70,125,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10370,Öìçá×Ó,52,130,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10371,ÓÚ³¾,3026,95,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10372,ÉòÓ¢,58,102,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10373,ÉÏ¹ÙÒÇ,53,123,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10374,Áõ³¤Çä,57,155,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10375,ÀîºØ,66,99,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10376,ã¡Ç×Íõ,55,129,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10377,ÀÖ¹ÅÍæ,2040,621,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10378,¶ÅÎÞ½ç,72,132,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10379,¶É¿Ú´åÃñ,60,166,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10380,¶É¿Ú´åÃñ,515,368,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10381,¶É¿Ú´åÃñ,59,114,1,100,75497,30000,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
10382,ÊÀÍâ¸ßÈË,53,123,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10383,µÀÍ¯,3026,95,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10384,µÀÍ¯,3026,95,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
10385,Ò÷ÓÎÊ«ÈË,66,99,1,30,1714,11875,,436,436,301,285,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
